Competencia;Data;nome;descricao;Responsavel;Valor
01/05/2025;09/04/2025;Boava Mercado E Conven;Mercado;Rafa;26,7
01/05/2025;14/04/2025;Komprao Koch Atacadist;Mercado;Rafa;11,28
01/05/2025;15/04/2025;Rede Top Navegantes Gr;Mercado;Rafa;32,94
01/05/2025;16/04/2025;Komprao Koch Atacadist;Mercado;Rafa;36,97
01/05/2025;17/04/2025;Komprao Koch Atacadist;Mercado;Rafa;6,9
01/05/2025;19/04/2025;Komprao Koch Atacadist;Mercado;Rafa;68,98
01/05/2025;20/04/2025;Supermercado Guarimar;Mercado;Rafa;15,98
01/05/2025;21/04/2025;Supermercado Rosileni;Mercado;Rafa;17,98
01/05/2025;21/04/2025;Atacadao 168 As;Mercado;Rafa;125,91
01/05/2025;21/04/2025;Komprao Koch Atacadist;Mercado;Rafa;51,89
01/05/2025;22/04/2025;Komprao Koch Atacadist;Mercado;Rafa;9,38
01/05/2025;23/04/2025;Supermercado Rosileni;Mercado;Rafa;9,21
01/05/2025;23/04/2025;Komprao Koch Atacadist;Mercado;Rafa;64,89
01/05/2025;25/03/2025;Komprao Koch Atacadist;Mercado;Rafa;126,53
01/05/2025;29/03/2025;Komprao Koch Atacadist;Mercado;Rafa;107,12
01/05/2025;06/04/2025;Rede Top Navegantes Gr;Mercado;Rafa;11,68
01/05/2025;06/04/2025;Komprao Koch Atacadist;Mercado;Rafa;11,39
01/05/2025;07/04/2025;Komprao Koch Atacadist;Mercado;Rafa;120,18
01/05/2025;07/04/2025;Supermercado Rosileni;Mercado;Rafa;24,66
01/05/2025;09/04/2025;Komprao Koch Atacadist;Mercado;Rafa;43,9
01/05/2025;14/04/2025;Komprao Koch Atacadist;Mercado;Rafa;219,8
01/05/2025;15/04/2025;Supermercado Rosileni;Mercado;Rafa;50,95
01/05/2025;05/04/2025;Amazonmktplc*casadonac;Pillow;Rafa;180,49
01/05/2025;05/04/2025;Uber Uber *trip Help.u;Uber;Rafa;20,13
01/05/2025;06/04/2025;Aluguel;;Rafa;1.677,25
01/05/2025;07/04/2025;Luz;;Rafa;295,68
01/05/2025;08/04/2025;Agua;;Rafa;
01/05/2025;08/04/2025;Expressocolonial;;Rafa;5
01/05/2025;22/04/2025;Brasileirisse;;Rafa;7,99
01/05/2025;06/04/2025;Comercial Fronza Ltda;;Rafa;17,09
01/05/2025;11/04/2025;Famastore;;Rafa;22,41
01/06/2025;10/05/2025;Amazon Music;Amazon;Rafa;21,9
01/06/2025;02/06/2025;boleto AP1;AP;Rafa;649,42
01/06/2025;03/06/2025;boleto AP2;AP;Rafa;458,56
01/06/2025;04/06/2025;boleto AP3;AP;Rafa;292,42
01/06/2025;01/05/2025;Fmmeletronicos;Bone do Asaf;Rafa;50
01/06/2025;10/05/2025;Mercadolivre*useebrasi;Calcinha;Rafa;64,9
01/06/2025;27/04/2025;Mercadolivre*rcimpisrt;Chinelo;Rafa;29,43
01/06/2025;02/05/2025;Havan Itapema;Coberta;Rafa;149,97
01/06/2025;11/05/2025;Cappta *gs Pizzaria E;Comer Fora;Rafa;141,7
01/06/2025;27/04/2025;Drogaria Matheus Caike;Farmacia;Rafa;29,37
01/06/2025;13/05/2025;Panvelfilial757;Farmacia;Rafa;31,98
01/06/2025;27/04/2025;Autopostoibiza;Gasolina;Rafa;100
01/06/2025;04/05/2025;Autopostoibiza;Gasolina;Rafa;100
01/06/2025;17/05/2025;Posto Salseiros Ltda;Gasolina;Rafa;100
01/06/2025;21/05/2025;Conta Vivo;Internet;Rafa;112
01/06/2025;25/04/2025;Bistek Supermercados;Mercado;Rafa;42,98
01/06/2025;25/04/2025;Komprao Koch Atacadist;Mercado;Rafa;55,96
01/06/2025;27/04/2025;Komprao Koch Atacadist;Mercado;Rafa;40,13
01/06/2025;27/04/2025;Komprao Koch Atacadist;Mercado;Rafa;30,65
01/06/2025;28/04/2025;Komprao Koch Atacadist;Mercado;Rafa;26,14
01/06/2025;30/04/2025;Supermercado Rosileni;Mercado;Rafa;8,64
01/06/2025;07/05/2025;Rede Top Navegantes Gr;Mercado;Rafa;9,99
01/06/2025;09/05/2025;Komprao Koch Atacadist;Mercado;Rafa;143,75
01/06/2025;10/05/2025;Emporio Natural;Mercado;Rafa;38,2
01/06/2025;16/05/2025;Paulinho Acougue E Con;Mercado;Rafa;66,55
01/06/2025;23/05/2025;Komprao Koch Atacadist;Mercado;Rafa;30,57
01/06/2025;23/05/2025;Komprao Koch Atacadist;Mercado;Rafa;66,59
01/06/2025;24/05/2025;Komprao Koch Atacadist;Mercado;Rafa;29,75
01/06/2025;20/05/2025;Komprao Koch Atacadist;Mercado;Rafa;76,61
01/06/2025;22/05/2025;Komprao Koch Atacadist;Mercado;Rafa;53,18
01/06/2025;10/05/2025;Edz ;OConcilio;Rafa;35,88
01/06/2025;23/05/2025;Mundo Dos Pasteis;Pizza das Guria;Rafa;46
01/06/2025;29/04/2025;Amazonprimebr;Prime;Rafa;19,9
01/06/2025;02/05/2025;Uber Uber *trip Help.u;Uber;Rafa;7,59
01/06/2025;10/05/2025;Mercadolivre*medpadua;Whey;Rafa;97,29
01/06/2025;11/05/2025;Aluguel;;Rafa;1.777,25
01/06/2025;12/05/2025;Luz;;Rafa;227,55
01/06/2025;13/05/2025;Agua;;Rafa;55
01/06/2025;06/05/2025;Comercial Fronza Ltda;;Rafa;50,97
01/06/2025;23/05/2025;Comercial Fronza Ltda;;Rafa;26,71
01/06/2025;25/04/2025;Mp *melimais;;Rafa;24,9
01/06/2025;24/05/2025;Amazon Br;;Rafa;15,99
01/06/2025;25/05/2025;Avianca Inte4s8edt 10/10;Pasagem Aerea;Thais;586,57
01/06/2025;26/05/2025;Htm*posinpbe 12/12;Pós;Thais;598,52
01/06/2025;27/05/2025;Juros Obra;;Thais;1.309,73
01/07/2025;02/07/2025;boleto AP1;AP;Rafa;758,15
01/07/2025;03/07/2025;boleto AP2;AP;Rafa;665,63
01/07/2025;04/07/2025;boleto AP3;AP;Rafa;
01/07/2025;18/06/2025;Mercadolivre*sobmedida;bomba dagua;Rafa;241,51
01/07/2025;31/05/2025;Shopee *beautyflash;Escovas;Rafa;22,89
01/07/2025;26/05/2025;Mais Popular Perfumari;Farmacia;Rafa;30,9
01/07/2025;31/05/2025;Drogaria Bradock Ltda;Farmacia;Rafa;20,4
01/07/2025;19/06/2025;Farmacia Preco Popular;Farmacia;Rafa;10,78
01/07/2025;07/06/2025;Tic Posto Ltda;Gasolina;Rafa;100
01/07/2025;16/06/2025;Autopostoibiza;Gasolina;Rafa;100
01/07/2025;21/06/2025;Conta Vivo;Internet;Rafa;112
01/07/2025;24/06/2025;Mp*melimais;melimais;Rafa;8,9
01/07/2025;27/05/2025;Komprao Koch Atacadist;Mercado;Rafa;47,19
01/07/2025;01/06/2025;Preceiro Sao Domingos;Mercado;Rafa;14,28
01/07/2025;12/06/2025;Paulinho Acougue E Con;Mercado;Rafa;55,41
01/07/2025;13/06/2025;Komprao Koch Atacadist;Mercado;Rafa;152,41
01/07/2025;14/06/2025;Komprao Koch Atacadist;Mercado;Rafa;78,31
01/07/2025;14/06/2025;Panificadora Ana Cla;Mercado;Rafa;10
01/07/2025;14/06/2025;Komprao Koch Atacadist;Mercado;Rafa;62,52
01/07/2025;15/06/2025;Supermercado Sandi;Mercado;Rafa;6,99
01/07/2025;17/06/2025;Supermercado Rosileni;Mercado;Rafa;12,98
01/07/2025;17/06/2025;Emporio Natural;Mercado;Rafa;15,57
01/07/2025;18/06/2025;Komprao Koch Atacadist;Mercado;Rafa;140,4
01/07/2025;19/06/2025;Supermercado Rosileni;Mercado;Rafa;16,2
01/07/2025;20/06/2025;Komprao Koch Atacadist;Mercado;Rafa;180,23
01/07/2025;21/06/2025;Supermercado Sandi;Mercado;Rafa;69,19
01/07/2025;23/06/2025;Komprao Koch Atacadist;Mercado;Rafa;51,74
01/07/2025;24/06/2025;"Komprao Koch Atacadist
 RAFAEL LEAL | BLACK FINAL 6078";Mercado;Rafa;9,34
01/07/2025;07/06/2025;Shopee *tomorrowonline;Mop;Rafa;22,99
01/07/2025;19/06/2025;Casadalegue;Roupa;Rafa;69,8
01/07/2025;19/06/2025;Julemar Moda Intima - 1/2;Roupa;Rafa;84,8
01/07/2025;23/06/2025;Mercadolivre*dsuzitaab;Vaso de planta;Rafa;42,5
01/07/2025;07/06/2025;Uber Uber *trip Help.u;;Rafa;19,08
01/07/2025;14/06/2025;Juliacristina;;Rafa;46,5
01/07/2025;05/07/2025;Aluguel;;Rafa;1.777,25
01/07/2025;06/07/2025;Luz;;Rafa;186,16
01/07/2025;07/07/2025;Agua;;Rafa;
01/07/2025;08/07/2025;Juros Obra;;Thais;1.325,23
01/08/2025;02/07/2025;boleto AP1  31/36;AP;Rafa;765,08
01/08/2025;03/07/2025;boleto AP2   31/36;AP;Rafa;661,62
01/08/2025;04/07/2025;boleto AP3   31/36;AP;Rafa;
01/08/2025;13/07/2025;Shopee Brazanimportad;bandeja forno ;Rafa;39,44
01/08/2025;21/07/2025;Mp *cavalheiros;Barbeiro;Rafa;70
01/08/2025;23/07/2025;Petzold Comercio De Bi - 1/2;biju;Rafa;29,98
01/08/2025;22/07/2025;Ateliedearteadnan;Bomba chima;Rafa;25
01/08/2025;08/07/2025;Shopee Heva;Borax e Percabonato ;Rafa;31,99
01/08/2025;05/07/2025;Santa Pizza;Comer Fora;Rafa;59
01/08/2025;14/07/2025;The Best Acai;Comer Fora;Rafa;31,17
01/08/2025;19/07/2025;Onda Dura;Comer Fora;Rafa;50
01/08/2025;22/07/2025;Kikusco Lanches Ltda;Comer Fora;Rafa;15
01/08/2025;14/07/2025;The Best Acai;Comer Fora;Rafa;6,2
01/08/2025;19/07/2025;Onda Dura;Comer Fora;Rafa;28
01/08/2025;20/07/2025;Newport Comercial De;Comer Fora;Rafa;29,9
01/08/2025;20/07/2025;Vale Rede De Postos;Comer Fora;Rafa;14,98
01/08/2025;28/06/2025;S2p*einscricaot - 1/4;Conferência ONDA DURA;Rafa;86,05
01/08/2025;15/07/2025;Mp *evacosmeticos;Cosmetico ;Rafa;17,24
01/08/2025;23/07/2025;Cnd - Ck Estacionament;Estacionamento;Rafa;9
01/08/2025;23/07/2025;Condominio Do Conjunto;Estacionamento;Rafa;10
01/08/2025;30/06/2025;Disk Agua E Gas Junior;Gás;Rafa;130
01/08/2025;27/06/2025;Autopostoibiza;Gasolina;Rafa;100
01/08/2025;30/06/2025;Tic Posto Ltda;Gasolina;Rafa;120
01/08/2025;30/06/2025;Tic Posto Ltda;Gasolina;Rafa;18,28
01/08/2025;07/07/2025;Posto Fl 52;Gasolina;Rafa;100
01/08/2025;15/07/2025;Santa Rosa;Gasolina;Rafa;100
01/08/2025;20/07/2025;Santa Rosa;Gasolina;Rafa;120
01/08/2025;20/07/2025;Posto Rizzotto Kolina;Gasolina;Rafa;150
01/08/2025;08/07/2025;Embalagensgravata;GP;Rafa;12
01/08/2025;21/07/2025;Conta Vivo;Internet;Rafa;80
01/08/2025;25/06/2025;Komprao Koch Atacadist;Mercado;Rafa;58,48
01/08/2025;26/06/2025;Paulinho Acougue E Con;Mercado;Rafa;20,04
01/08/2025;27/06/2025;Padaria E Confeitaria;Mercado;Rafa;12,15
01/08/2025;27/06/2025;Cantinho Do Sabor Deli;Mercado;Rafa;17,7
01/08/2025;28/06/2025;Komprao Koch Atacadist;Mercado;Rafa;79,09
01/08/2025;28/06/2025;Komprao Koch Atacadist;Mercado;Rafa;35,6
01/08/2025;29/06/2025;Supermercado Rosileni;Mercado;Rafa;19,28
01/08/2025;07/07/2025;Merceariavictorio;Mercado;Rafa;5,9
01/08/2025;13/07/2025;Komprao Koch Atacadist;Mercado;Rafa;19,62
01/08/2025;14/07/2025;Komprao Koch Atacadist;Mercado;Rafa;112,8
01/08/2025;14/07/2025;Supermercado Rosileni;Mercado;Rafa;9,3
01/08/2025;15/07/2025;Supermercado Rosileni;Mercado;Rafa;5
01/08/2025;16/07/2025;Komprao Koch Atacadist;Mercado;Rafa;41,57
01/08/2025;16/07/2025;Paulinho Acougue E Con;Mercado;Rafa;71,7
01/08/2025;16/07/2025;Comercial Fronza Ltda;Mercado;Rafa;15,5
01/08/2025;16/07/2025;Komprao Koch Atacadist;Mercado;Rafa;11,39
01/08/2025;18/07/2025;Komprao Koch Atacadist;Mercado;Rafa;12,97
01/08/2025;18/07/2025;Komprao Koch Atacadist;Mercado;Rafa;23,06
01/08/2025;21/07/2025;Formenton Mathias Velh;Mercado;Rafa;16,6
01/08/2025;22/07/2025;Gsgcasadecarnes;Mercado;Rafa;40
01/08/2025;28/06/2025;Comercial Fronza Ltda;Mercado;Rafa;49,9
01/08/2025;01/07/2025;Emporio Natural;Nuts;Rafa;68,38
01/08/2025;22/07/2025;Casa Do Papel;Papelaria;Rafa;8,4
01/08/2025;18/07/2025;Embalagensgravata;Pastel ;Rafa;8
01/08/2025;01/07/2025;Preco Hiper Gravata;Presente Maria Clara;Rafa;62
01/08/2025;19/06/2025;Julemar Moda Intima - 2/2;Sutiã;Rafa;84,8
01/08/2025;23/07/2025;Ataides Valter Horbach;Tabua de carne;Rafa;53
01/08/2025;01/07/2025;Marcosjose;Terra NPK;Rafa;22
01/08/2025;04/07/2025;Tintarte;Tintas;Rafa;67,49
01/08/2025;25/06/2025;Listo *oficina Mecani;Troca de oleo;Rafa;338,9
01/08/2025;12/07/2025;Fundopa*fef Transporte;;Rafa;15
01/08/2025;05/07/2025;Aluguel;;Rafa;1.777,25
01/08/2025;06/07/2025;Luz;;Rafa;220
01/08/2025;07/07/2025;Juros Obra;;Thais;1.325,23
01/08/2025;08/07/2025;Cota condominio ;;Thais;213,95
01/09/2025;04/07/2025;boleto AP3   32/36;AP;Rafa;770,42
01/09/2025;03/07/2025;boleto AP2   32/36;AP;Rafa;668,65
01/09/2025;02/07/2025;boleto AP1  32/36;AP;Rafa;
01/09/2025;25/07/2025;Ferragem Rocha;chuveiro da mae;Rafa;158,4
01/09/2025;28/06/2025;S2p*einscricaot - 2/4;Conferência ONDA DURA;Rafa;86,05
01/09/2025;18/08/2025;Farmacia Preco Popular;Farmacia;Rafa;17,39
01/09/2025;12/08/2025;Farmacia Sao Joao;Farmacia;Rafa;12,99
01/09/2025;09/08/2025;Raia2936;Farmacia;Rafa;33,59
01/09/2025;09/08/2025;Farmacia Sao Joao;Farmacia;Rafa;64,9
01/09/2025;25/07/2025;Panvel Farmacias;Farmacia;Rafa;14,49
01/09/2025;22/08/2025;Posto Fachi;Gasolina;Rafa;100
01/09/2025;16/08/2025;Metropolitano Comercio;Gasolina;Rafa;100
01/09/2025;03/08/2025;Autopostoibiza;Gasolina;Rafa;18
01/09/2025;27/07/2025;Sim Canoas Centro;Gasolina;Rafa;100
01/09/2025;27/07/2025;Angeloni Posto 63;Gasolina;Rafa;100
01/09/2025;25/07/2025;Centro Automotivo Este;Gasolina;Rafa;100
01/09/2025;21/08/2025;Conta Vivo;Internet;Rafa;111,93
01/09/2025;11/08/2025;Lojas Taqi;Jarra da mae;Rafa;142,21
01/09/2025;23/08/2025;Mp*melimais;Meli mais;Rafa;8,9
01/09/2025;24/07/2025;Mp*melimais;Melimais;Rafa;8,9
01/09/2025;23/08/2025;Noemiadesouza;Mercado;Rafa;19,7
01/09/2025;22/08/2025;Padariaskinadopao;Mercado;Rafa;31,09
01/09/2025;22/08/2025;Diegovasconcelos;Mercado;Rafa;57,83
01/09/2025;18/08/2025;Borges Hortifruti Ltda;Mercado;Rafa;8
01/09/2025;18/08/2025;Padaria Sao Domingos;Mercado;Rafa;19
01/09/2025;17/08/2025;Auto Posto Brambila Lt;Mercado;Rafa;4,99
01/09/2025;17/08/2025;Sim Laguna;Mercado;Rafa;8,99
01/09/2025;15/08/2025;Noemiadesouza;Mercado;Rafa;5
01/09/2025;12/08/2025;Casa De Carnes Klunga;Mercado;Rafa;31
01/09/2025;09/08/2025;Maxxi Hortifruti;Mercado;Rafa;20,38
01/09/2025;09/08/2025;Gsgcasadecarnes;Mercado;Rafa;47,16
01/09/2025;09/08/2025;A F Comercio De Lanche;Mercado;Rafa;84,75
01/09/2025;06/08/2025;Wc Postos Ltda;Mercado;Rafa;11,98
01/09/2025;04/08/2025;Alex Sandro;Mercado;Rafa;9,99
01/09/2025;28/07/2025;Komprao Koch Atacadist;Mercado;Rafa;2,89
01/09/2025;28/07/2025;Komprao Koch Atacadist;Mercado;Rafa;12,29
01/09/2025;27/07/2025;Comercial Fronza Ltda;Mercado;Rafa;2,77
01/09/2025;27/07/2025;Komprao Koch Atacadist;Mercado;Rafa;7,99
01/09/2025;27/07/2025;Sim Laguna;Mercado;Rafa;12,98
01/09/2025;27/07/2025;Komprao Koch Atacadist;Mercado;Rafa;97,01
01/09/2025;26/07/2025;Noemiadesouza;Mercado;Rafa;20
01/09/2025;25/07/2025;Unisuper Barcelos Ii;Mercado;Rafa;33,7
01/09/2025;24/07/2025;Divina Tortaria;Mercado;Rafa;23
01/09/2025;23/08/2025;Amazonprimebr;Prime Video;Rafa;19,9
01/09/2025;25/08/2025;Ferragem Interluz;Reforma AP;Rafa;6
01/09/2025;24/08/2025;Ferragem Interluz;Reforma AP;Rafa;11
01/09/2025;23/08/2025;Ferragem Interluz;Reforma AP;Rafa;27
01/09/2025;22/08/2025;Gmad Canoas;Reforma AP;Rafa;65,9
01/09/2025;22/08/2025;Cassol Materiais De Co - 1/10;Reforma AP;Rafa;68,01
01/09/2025;21/08/2025;Ferragem Meu Cantinho;Reforma AP;Rafa;31
01/09/2025;20/08/2025;Cassol Materiais De Co;Reforma AP;Rafa;80,9
01/09/2025;20/08/2025;Mp *evelinvplena BOX;Reforma AP;Rafa;700
01/09/2025;19/08/2025;Ferragem Interluz;Reforma AP;Rafa;20
01/09/2025;18/08/2025;Plaslimp Mathias;Reforma AP;Rafa;48,98
01/09/2025;16/08/2025;Rocha Materiais;Reforma AP;Rafa;6
01/09/2025;16/08/2025;Ferragem Meu Cantinho;Reforma AP;Rafa;92,8
01/09/2025;15/08/2025;Cassol Materiais De Co;Reforma AP;Rafa;7,8
01/09/2025;15/08/2025;Ledrscanoas - 1/2;Reforma AP;Rafa;85
01/09/2025;15/08/2025;Cassol Materiais De Co - 1/10;Reforma AP;Rafa;350,01
01/09/2025;15/08/2025;MateriaisdeFachi;Reforma AP;Rafa;729,82
01/09/2025;12/08/2025;Mercado*casadoacessor;Reforma AP;Rafa;27,98
01/09/2025;08/08/2025;Mercadolivre*rlaesqefe;Reforma AP;Rafa;26,9
01/09/2025;06/08/2025;Mercadolivre*7produtos - 1/9;Reforma AP;Rafa;11,88
01/09/2025;06/08/2025;Ec *7produtos - 1/9;Reforma AP;Rafa;61,65
01/09/2025;02/08/2025;Mp *fullapower - 1/5;Troca do Radiador;Rafa;372
01/09/2025;25/08/2025;Uber Uber *trip Help.u;Uber;Rafa;18,65
01/09/2025;25/08/2025;Uber Uber *trip Help.u;Uber;Rafa;23,04
01/09/2025;21/08/2025;Uber Uber *trip Help.u;Uber;Rafa;11,03
01/09/2025;21/08/2025;Uber Uber *trip Help.u;Uber;Rafa;12,88
01/09/2025;21/08/2025;Uber Uber *trip Help.u;Uber;Rafa;14,66
01/09/2025;21/08/2025;Uber Uber *trip Help.u;Uber;Rafa;16,36
01/09/2025;20/08/2025;Uber Uber *trip Help.u;Uber;Rafa;8,72
01/09/2025;19/08/2025;Uber Uber *trip Help.u;Uber;Rafa;15,19
01/09/2025;19/08/2025;Uber Uber *trip Help.u;Uber;Rafa;16,08
01/09/2025;22/08/2025;Pasquiersebastiao;;Rafa;28
01/09/2025;20/08/2025;Armazem Brasil Ltda;;Rafa;15,61
01/09/2025;16/08/2025;Vanessadossantosv;;Rafa;4
01/09/2025;23/07/2025;Petzold Comercio De Bi - 2/2;;Rafa;29,98
01/09/2025;06/07/2025;Luz;;Rafa;127,63
01/09/2025;05/07/2025;Aluguel;;Rafa;1.777,25
01/09/2025;06/07/2025;Cota condominio ;;Thais;213,95
01/09/2025;07/07/2025;Parcela Financiamento ;;Thais;1.195,44
01/10/2025;21/09/2025;Gogood.com.br;Academia;Rafa;89,9
01/10/2025;05/09/2025;Pix Igor ;Blablacar;Rafa;100
01/10/2025;20/09/2025;Mercadolivre*sellneeds;Borrifador 1,5L;Rafa;23,9
01/10/2025;06/09/2025;Prensadaodorafinh;Comer Fora;Rafa;25
01/10/2025;13/09/2025;Mp *pibnavegantes;Comer Fora;Rafa;30
01/10/2025;16/09/2025;Dubelato ltapema;Comer Fora;Rafa;19
01/10/2025;24/09/2025;Vitor ( costela de casal);Comer fora;Rafa;100
01/10/2025;10/09/2025;Casa dos sindicos;Condominio;Rafa;355,44
01/10/2025;28/06/2025;S2p*einscricaot - 3/4;Conferência ONDA DURA;Rafa;86,05
01/10/2025;05/09/2025;Farmacia Sao Joao;Farmacia;Rafa;6,19
01/10/2025;30/08/2025;Autopostoibiza;Gasolina;Rafa;61,7
01/10/2025;01/09/2025;Tic Posto Ltda;Gasolina;Rafa;65,9
01/10/2025;04/09/2025;Wc Postos Ltda;Gasolina;Rafa;12,98
01/10/2025;05/09/2025;Rede Farroupilha Gesta;Gasolina;Rafa;150
01/10/2025;11/09/2025;Posto Atacadao Sapucai;Gasolina;Rafa;100
01/10/2025;12/09/2025;Gmad Canoas;Gasolina;Rafa;20,19
01/10/2025;13/09/2025;Buffon 98;Gasolina;Rafa;200
01/10/2025;21/09/2025;Posto Modesto;Gasolina;Rafa;100
01/10/2025;21/09/2025;Conta Vivo;Internet;Rafa;75
01/10/2025;22/09/2025;Mp*melimais;Melimais;Rafa;8,9
01/10/2025;10/05/2025;Edz - 5/5;Mercado;Rafa;5,88
01/10/2025;26/08/2025;Noemiadesouza;Mercado;Rafa;3
01/10/2025;28/08/2025;Preciero Sao Domingos;Mercado;Rafa;40,5
01/10/2025;06/09/2025;Komprao Koch Atacadist;Mercado;Rafa;29,96
01/10/2025;06/09/2025;Komprao Koch Atacadist;Mercado;Rafa;62,89
01/10/2025;06/09/2025;Mio Doces Sao Joao;Mercado;Rafa;29,73
01/10/2025;09/09/2025;Gsg Casa De Carnes;Mercado;Rafa;25,7
01/10/2025;09/09/2025;Noemiadesouza;Mercado;Rafa;5,8
01/10/2025;10/09/2025;Casa De Carnes Klunga;Mercado;Rafa;30,9
01/10/2025;10/09/2025;Julio Faria;Mercado;Rafa;6,5
01/10/2025;11/09/2025;Atacadao 075 As;Mercado;Rafa;6,98
01/10/2025;11/09/2025;Padaria Skina Do Pao;Mercado;Rafa;40
01/10/2025;12/09/2025;Armazem Brasil Ltda;Mercado;Rafa;14,9
01/10/2025;12/09/2025;Supermercados Koch;Mercado;Rafa;43,33
01/10/2025;13/09/2025;Armazem Brasil Ltda;Mercado;Rafa;10,49
01/10/2025;13/09/2025;Janetepachecogarl;Mercado;Rafa;49
01/10/2025;14/09/2025;Padaria E Confeitaria;Mercado;Rafa;27,59
01/10/2025;16/09/2025;Supermercados Koch;Mercado;Rafa;55,26
01/10/2025;17/09/2025;Komprao Koch Atacadist;Mercado;Rafa;108,12
01/10/2025;17/09/2025;Rede Top Gravata;Mercado;Rafa;44,25
01/10/2025;18/09/2025;Komprao Koch Atacadist;Mercado;Rafa;15,72
01/10/2025;18/09/2025;Hortifruti Direto Do C;Mercado;Rafa;23,63
01/10/2025;19/09/2025;Komprao Koch Atacadist;Mercado;Rafa;41,62
01/10/2025;20/09/2025;Komprao Koch Atacadist;Mercado;Rafa;16
01/10/2025;20/09/2025;Padaria Fino Sabor 01;Mercado;Rafa;17
01/10/2025;21/09/2025;Supermercados Koch;Mercado;Rafa;32,99
01/10/2025;23/09/2025;Komprao Koch Atacadist;Mercado;Rafa;34,95
01/10/2025;23/09/2025;Paulinho Acougue E Con;Mercado;Rafa;76,6
01/10/2025;23/09/2025;Supermercado Rosileni;Mercado;Rafa;18,34
01/10/2025;22/09/2025;Komprao Koch Atacadist;Mercado;Rafa;75,32
01/10/2025;16/09/2025;Mercado*mercadolivre;Placa e Processador;Rafa;624,99
01/10/2025;13/09/2025;Ataides Valter Horbach;Presete Maria;Rafa;45
01/10/2025;06/08/2025;Ec *7produtos - 2/9;Reforma AP;Rafa;61,66
01/10/2025;06/08/2025;Mercadolivre*7produtos - 2/9;Reforma AP;Rafa;11,87
01/10/2025;15/08/2025;Cassol Materiais De Co -2/10;Reforma AP;Rafa;349,99
01/10/2025;15/08/2025;Ledrscanoa5 - 2/2;Reforma AP;Rafa;85
01/10/2025;22/08/2025;Cassol Materiais De Co -2/10;Reforma AP;Rafa;68
01/10/2025;26/08/2025;Mercadolivre*2produtos;Reforma AP;Rafa;41,91
01/10/2025;26/08/2025;Mercado*nitrometaisst;Reforma AP;Rafa;31,41
01/10/2025;28/08/2025;Ferragem lnterluz;Reforma AP;Rafa;15
01/10/2025;28/08/2025;Ferragem lnterluz;Reforma AP;Rafa;10
01/10/2025;04/09/2025;Mercadolivre*paulocgal;Reforma AP;Rafa;26,9
01/10/2025;05/09/2025;Cassol Materiais De Co;Reforma AP;Rafa;89,7
01/10/2025;07/09/2025;Ferragem Meu Cantinho;Reforma AP;Rafa;17,5
01/10/2025;07/09/2025;Ferragem lnterluz;Reforma AP;Rafa;9
01/10/2025;07/09/2025;Ferragem Meu Cantinho;Reforma AP;Rafa;8,3
01/10/2025;08/09/2025;Ferragem Meu Cantinho;Reforma AP;Rafa;37,7
01/10/2025;08/09/2025;Ferragem Meu Cantinho;Reforma AP;Rafa;8
01/10/2025;08/09/2025;Ferragem lnterluz;Reforma AP;Rafa;4
01/10/2025;09/09/2025;Copal Parafusos;Reforma AP;Rafa;56,8
01/10/2025;09/09/2025;Gmad Canoas;Reforma AP;Rafa;59,2
01/10/2025;09/09/2025;Ocv Ferragem;Reforma AP;Rafa;7,8
01/10/2025;13/09/2025;Ferragem lnterluz;Reforma AP;Rafa;3,5
01/10/2025;13/09/2025;Ferragem Meu Cantinho;Reforma AP;Rafa;7,4
01/10/2025;13/09/2025;Ferragemmeu;Reforma AP;Rafa;12
01/10/2025;09/09/2025;Madeireira Oliveira;Reforma AP;Rafa;50
01/10/2025;10/09/2025;Jurandir Oliveira (junker);Reforma AP;Rafa;150
01/10/2025;15/09/2025;Argeu ( cuba + instalação piso);Reforma AP;Rafa;250
01/10/2025;05/09/2025;Frigelar Junker;Reforma AP;Rafa;1.159,14
01/10/2025;05/09/2025;Material de constru FACHI;Reforma AP;Rafa;32,52
01/10/2025;20/09/2025;Mercado*newbeautyindu;Sabonetes;Rafa;38,7
01/10/2025;02/08/2025;Mp *fullapower - 2/5;Troca do Radiador;Rafa;372
01/10/2025;02/09/2025;Uber* Trip;Uber;Rafa;27,86
01/10/2025;02/09/2025;Uber* Trip;Uber;Rafa;30,44
01/10/2025;06/09/2025;Uber* Trip;Uber;Rafa;19,01
01/10/2025;08/09/2025;Uber Uber *trip Help.u;Uber;Rafa;25,65
01/10/2025;08/09/2025;Uber Uber *trip Help.u;Uber;Rafa;17,47
01/10/2025;09/09/2025;Uber Uber *trip Help.u;Uber;Rafa;60,92
01/10/2025;09/09/2025;Uber* Trip;Uber;Rafa;15,2
01/10/2025;09/09/2025;Uber Uber *trip Help.u;Uber;Rafa;20,8
01/10/2025;10/09/2025;Uber Uber *trip Help.u;Uber;Rafa;10,74
01/10/2025;10/09/2025;Uber* Trip;Uber;Rafa;12,82
01/10/2025;12/09/2025;Uber* Trip;Uber;Rafa;10,46
01/10/2025;13/09/2025;Uber* Trip;Uber;Rafa;10,29
01/10/2025;01/09/2025;Pg *enjoei.com.brAtiv;;Rafa;37,82
01/10/2025;02/09/2025;Camboriu;;Rafa;27
01/10/2025;02/09/2025;Urentcar;;Rafa;3,75
01/10/2025;02/09/2025;Urentcar;;Rafa;10
